# sonne_erde.dat nach 366 Schritten zu je 86400 Sekunden.
2
  1.98e+30       1566  3.054e+06   -0.03679    0.01315
 5.977e+24  1.491e+11 -7.198e+10  1.219e+04  2.536e+04
