# twogalaxies.dat nach 100 Schritten zu je 3.16e10 Sekunden.
902
     2e+41  1.033e+14  1.887e+10      65.39    0.01801
     1e+31  1.147e+18  9.149e+17 -2.146e+06  2.385e+06
     1e+31  1.466e+18  5.156e+17 -1.233e+06  2.789e+06
     1e+31  1.647e+18  1.625e+16 -2.713e+05  2.888e+06
     1e+31  1.656e+18 -5.337e+17  6.405e+05  2.695e+06
     1e+31   1.48e+18 -1.075e+18  1.421e+06  2.248e+06
     1e+31  1.126e+18 -1.546e+18  2.008e+06  1.605e+06
     1e+31   6.19e+17  -1.89e+18   2.36e+06  8.326e+05
     1e+31  3.853e+15 -2.058e+18  2.453e+06       4227
     1e+31 -6.549e+17 -2.017e+18  2.283e+06 -7.959e+05
     1e+31  -1.29e+18 -1.755e+18  1.871e+06 -1.493e+06
     1e+31 -1.825e+18 -1.288e+18  1.264e+06 -2.013e+06
     1e+31 -2.194e+18 -6.548e+17  5.315e+05 -2.302e+06
     1e+31 -2.348e+18  8.208e+16 -2.415e+05 -2.336e+06
     1e+31 -2.264e+18  8.465e+17 -9.649e+05 -2.121e+06
     1e+31 -1.944e+18   1.56e+18 -1.561e+06 -1.699e+06
     1e+31  -1.42e+18  2.156e+18 -1.976e+06 -1.133e+06
     1e+31 -7.422e+17   2.58e+18 -2.185e+06 -4.984e+05
     1e+31  3.131e+16  2.802e+18 -2.195e+06  1.318e+05
     1e+31  8.378e+17  2.813e+18 -2.034e+06  6.995e+05
     1e+31  1.623e+18  2.623e+18 -1.746e+06  1.167e+06
     1e+31  2.342e+18  2.253e+18 -1.375e+06  1.515e+06
     1e+31  2.962e+18  1.732e+18 -9.642e+05  1.741e+06
     1e+31   3.46e+18  1.093e+18 -5.477e+05  1.855e+06
     1e+31  3.824e+18  3.679e+17 -1.518e+05  1.873e+06
     1e+31   4.05e+18  -4.15e+17  2.075e+05  1.812e+06
     1e+31  4.139e+18 -1.229e+18  5.198e+05  1.691e+06
     1e+31  4.095e+18 -2.054e+18  7.808e+05  1.529e+06
     1e+31  3.925e+18  -2.87e+18  9.904e+05  1.338e+06
     1e+31  3.638e+18 -3.663e+18  1.151e+06  1.133e+06
     1e+31  3.241e+18 -4.421e+18  1.266e+06  9.214e+05
     1e+31  2.743e+18 -5.135e+18  1.342e+06   7.12e+05
     1e+31  2.153e+18 -5.797e+18  1.382e+06  5.099e+05
     1e+31  1.476e+18 -6.401e+18  1.393e+06  3.189e+05
     1e+31  7.211e+17 -6.941e+18  1.378e+06  1.415e+05
     1e+31 -1.071e+17 -7.412e+18  1.344e+06 -2.062e+04
     1e+31 -1.002e+18 -7.811e+18  1.293e+06 -1.669e+05
     1e+31  -1.96e+18 -8.133e+18  1.229e+06  -2.97e+05
     1e+31 -2.976e+18 -8.374e+18  1.156e+06 -4.113e+05
     1e+31 -4.045e+18 -8.531e+18  1.075e+06 -5.102e+05
     1e+31 -5.164e+18 -8.599e+18  9.895e+05 -5.945e+05
     1e+31 -6.328e+18 -8.573e+18  9.009e+05 -6.652e+05
     1e+31 -7.534e+18  -8.45e+18  8.108e+05 -7.231e+05
     1e+31 -8.777e+18 -8.223e+18  7.205e+05 -7.691e+05
     1e+31 -1.005e+19 -7.888e+18  6.311e+05 -8.044e+05
     1e+31 -1.136e+19 -7.438e+18  5.435e+05 -8.297e+05
     1e+31 -1.268e+19 -6.869e+18  4.583e+05 -8.461e+05
     1e+31 -1.402e+19 -6.173e+18  3.761e+05 -8.545e+05
     1e+31 -1.538e+19 -5.343e+18  2.974e+05 -8.555e+05
     1e+31 -1.673e+19 -4.375e+18  2.223e+05 -8.501e+05
     1e+31 -1.808e+19 -3.259e+18  1.513e+05 -8.389e+05
     1e+31 -1.942e+19 -1.991e+18   8.44e+04 -8.227e+05
     1e+31 -2.073e+19 -5.614e+17  2.177e+04 -8.021e+05
     1e+31   -2.2e+19  1.035e+18 -3.652e+04 -7.776e+05
     1e+31 -2.323e+19  2.805e+18 -9.047e+04 -7.498e+05
     1e+31  -2.44e+19  4.756e+18 -1.401e+05 -7.192e+05
     1e+31  -2.55e+19  6.893e+18 -1.855e+05 -6.863e+05
     1e+31  -2.65e+19  9.223e+18 -2.266e+05 -6.514e+05
     1e+31  -2.74e+19  1.175e+19 -2.636e+05  -6.15e+05
     1e+31 -2.817e+19  1.448e+19 -2.967e+05 -5.774e+05
     1e+31  -2.88e+19  1.741e+19 -3.258e+05  -5.39e+05
     1e+31 -2.925e+19  2.055e+19 -3.512e+05     -5e+05
     1e+31 -2.952e+19   2.39e+19  -3.73e+05 -4.608e+05
     1e+31 -2.957e+19  2.745e+19 -3.913e+05 -4.215e+05
     1e+31 -2.938e+19  3.121e+19 -4.063e+05 -3.825e+05
     1e+31 -2.892e+19  3.518e+19 -4.181e+05 -3.438e+05
     1e+31 -2.817e+19  3.934e+19  -4.27e+05 -3.058e+05
     1e+31 -2.708e+19  4.369e+19 -4.331e+05 -2.685e+05
     1e+31 -2.564e+19  4.821e+19 -4.365e+05 -2.321e+05
     1e+31  -2.38e+19  5.291e+19 -4.374e+05 -1.968e+05
     1e+31 -2.154e+19  5.775e+19  -4.36e+05 -1.627e+05
     1e+31 -1.882e+19  6.272e+19 -4.324e+05 -1.298e+05
     1e+31  -1.56e+19  6.779e+19 -4.268e+05 -9.823e+04
     1e+31 -1.185e+19  7.295e+19 -4.194e+05 -6.812e+04
     1e+31  -7.52e+18  7.815e+19 -4.104e+05  -3.95e+04
     1e+31 -2.587e+18  8.337e+19 -3.998e+05 -1.242e+04
     1e+31  2.991e+18  8.857e+19 -3.878e+05  1.309e+04
     1e+31  9.252e+18  9.369e+19 -3.747e+05  3.699e+04
     1e+31  1.623e+19  9.869e+19 -3.604e+05  5.927e+04
     1e+31  2.396e+19  1.035e+20 -3.452e+05  7.991e+04
     1e+31  3.248e+19  1.081e+20 -3.292e+05  9.892e+04
     1e+31  4.182e+19  1.124e+20 -3.126e+05  1.163e+05
     1e+31    5.2e+19  1.163e+20 -2.954e+05  1.321e+05
     1e+31  6.305e+19  1.198e+20 -2.778e+05  1.462e+05
     1e+31    7.5e+19  1.227e+20 -2.599e+05  1.589e+05
     1e+31  8.786e+19   1.25e+20 -2.417e+05    1.7e+05
     1e+31  1.016e+20  1.265e+20 -2.235e+05  1.796e+05
     1e+31  1.164e+20  1.273e+20 -2.052e+05  1.877e+05
     1e+31   1.32e+20   1.27e+20 -1.871e+05  1.945e+05
     1e+31  1.486e+20  1.257e+20 -1.691e+05  1.999e+05
     1e+31   1.66e+20  1.232e+20 -1.513e+05   2.04e+05
     1e+31  1.844e+20  1.194e+20 -1.339e+05  2.069e+05
     1e+31  2.036e+20  1.141e+20 -1.168e+05  2.086e+05
     1e+31  2.236e+20  1.072e+20 -1.002e+05  2.092e+05
     1e+31  2.443e+20  9.856e+19 -8.405e+04  2.087e+05
     1e+31  2.656e+20  8.797e+19 -6.846e+04  2.073e+05
     1e+31  2.876e+20  7.531e+19 -5.344e+04  2.049e+05
     1e+31    3.1e+20  6.041e+19 -3.903e+04  2.017e+05
     1e+31  3.328e+20   4.31e+19 -2.526e+04  1.977e+05
     1e+31  3.557e+20  2.322e+19 -1.214e+04   1.93e+05
     1e+31  3.787e+20  5.933e+17      295.1  1.877e+05
     1e+31 -2.187e+17  1.451e+18 -3.138e+06 -6.657e+05
     1e+31  2.871e+17  1.528e+18 -3.032e+06  3.276e+05
     1e+31  8.097e+17  1.434e+18 -2.637e+06   1.21e+06
     1e+31   1.29e+18  1.167e+18 -2.014e+06  1.902e+06
     1e+31  1.671e+18  7.445e+17 -1.237e+06  2.354e+06
     1e+31  1.902e+18  2.017e+17 -3.861e+05  2.542e+06
     1e+31  1.947e+18 -4.102e+17  4.603e+05   2.46e+06
     1e+31  1.785e+18 -1.024e+18  1.221e+06  2.127e+06
     1e+31  1.418e+18 -1.577e+18  1.832e+06  1.578e+06
     1e+31  8.747e+17 -1.995e+18  2.229e+06  8.737e+05
     1e+31  2.027e+17 -2.225e+18  2.375e+06  8.842e+04
     1e+31 -5.301e+17 -2.228e+18   2.26e+06  -6.91e+05
     1e+31 -1.244e+18 -1.993e+18  1.903e+06 -1.376e+06
     1e+31 -1.864e+18 -1.538e+18  1.355e+06 -1.896e+06
     1e+31 -2.324e+18 -9.035e+17  6.906e+05 -2.201e+06
     1e+31 -2.578e+18 -1.519e+17      -7342 -2.277e+06
     1e+31 -2.605e+18  6.481e+17 -6.614e+05 -2.141e+06
     1e+31 -2.411e+18  1.427e+18 -1.211e+06 -1.835e+06
     1e+31 -2.017e+18  2.132e+18 -1.623e+06 -1.412e+06
     1e+31 -1.459e+18  2.717e+18 -1.883e+06 -9.282e+05
     1e+31 -7.796e+17  3.155e+18 -1.999e+06 -4.333e+05
     1e+31 -1.922e+16  3.431e+18  -1.99e+06  3.552e+04
     1e+31  7.829e+17  3.542e+18 -1.881e+06   4.53e+05
     1e+31  1.593e+18  3.495e+18 -1.698e+06  8.049e+05
     1e+31  2.384e+18    3.3e+18 -1.465e+06  1.086e+06
     1e+31  3.134e+18  2.969e+18 -1.205e+06  1.296e+06
     1e+31  3.826e+18  2.519e+18 -9.333e+05   1.44e+06
     1e+31  4.448e+18  1.964e+18 -6.638e+05  1.527e+06
     1e+31  4.991e+18  1.319e+18 -4.054e+05  1.563e+06
     1e+31   5.45e+18   5.96e+17 -1.649e+05  1.557e+06
     1e+31  5.819e+18  -1.92e+17  5.409e+04  1.518e+06
     1e+31  6.097e+18 -1.034e+18  2.494e+05  1.452e+06
     1e+31  6.281e+18 -1.922e+18  4.201e+05  1.365e+06
     1e+31  6.371e+18 -2.846e+18  5.666e+05  1.264e+06
     1e+31  6.365e+18 -3.799e+18  6.898e+05  1.153e+06
     1e+31  6.263e+18 -4.773e+18   7.91e+05  1.036e+06
     1e+31  6.063e+18 -5.764e+18  8.718e+05   9.16e+05
     1e+31  5.764e+18 -6.765e+18   9.34e+05  7.952e+05
     1e+31  5.365e+18 -7.769e+18  9.794e+05  6.759e+05
     1e+31  4.865e+18 -8.772e+18   1.01e+06  5.596e+05
     1e+31  4.261e+18 -9.768e+18  1.027e+06  4.475e+05
     1e+31  3.551e+18 -1.075e+19  1.032e+06  3.406e+05
     1e+31  2.733e+18 -1.171e+19  1.026e+06  2.394e+05
     1e+31  1.805e+18 -1.265e+19  1.012e+06  1.443e+05
     1e+31  7.644e+17 -1.355e+19  9.904e+05   5.58e+04
     1e+31 -3.917e+17 -1.442e+19   9.62e+05 -2.618e+04
     1e+31 -1.666e+18 -1.523e+19  9.281e+05 -1.015e+05
     1e+31  -3.06e+18 -1.599e+19  8.896e+05 -1.703e+05
     1e+31 -4.576e+18 -1.668e+19  8.474e+05 -2.326e+05
     1e+31 -6.217e+18 -1.729e+19  8.022e+05 -2.885e+05
     1e+31 -7.984e+18 -1.781e+19  7.547e+05 -3.383e+05
     1e+31 -9.878e+18 -1.823e+19  7.056e+05 -3.822e+05
     1e+31  -1.19e+19 -1.854e+19  6.552e+05 -4.205e+05
     1e+31 -1.405e+19 -1.872e+19  6.041e+05 -4.533e+05
     1e+31 -1.632e+19 -1.876e+19  5.528e+05  -4.81e+05
     1e+31 -1.872e+19 -1.864e+19  5.016e+05 -5.038e+05
     1e+31 -2.124e+19 -1.834e+19  4.508e+05  -5.22e+05
     1e+31 -2.388e+19 -1.785e+19  4.008e+05 -5.359e+05
     1e+31 -2.662e+19 -1.716e+19  3.517e+05 -5.457e+05
     1e+31 -2.947e+19 -1.623e+19  3.039e+05 -5.517e+05
     1e+31 -3.242e+19 -1.506e+19  2.575e+05 -5.542e+05
     1e+31 -3.545e+19 -1.362e+19  2.126e+05 -5.534e+05
     1e+31 -3.856e+19 -1.188e+19  1.694e+05 -5.497e+05
     1e+31 -4.172e+19 -9.837e+18  1.281e+05 -5.431e+05
     1e+31 -4.493e+19 -7.458e+18  8.871e+04 -5.341e+05
     1e+31 -4.815e+19 -4.723e+18  5.133e+04 -5.227e+05
     1e+31 -5.137e+19  -1.61e+18  1.602e+04 -5.094e+05
     1e+31 -5.457e+19  1.903e+18 -1.718e+04 -4.941e+05
     1e+31 -5.772e+19  5.838e+18 -4.822e+04 -4.772e+05
     1e+31 -6.078e+19  1.022e+19 -7.709e+04 -4.589e+05
     1e+31 -6.372e+19  1.506e+19 -1.038e+05 -4.394e+05
     1e+31 -6.651e+19  2.039e+19 -1.283e+05 -4.188e+05
     1e+31  -6.91e+19  2.622e+19 -1.507e+05 -3.973e+05
     1e+31 -7.144e+19  3.256e+19  -1.71e+05 -3.752e+05
     1e+31  -7.35e+19  3.945e+19 -1.891e+05 -3.525e+05
     1e+31  -7.52e+19  4.687e+19 -2.052e+05 -3.294e+05
     1e+31 -7.651e+19  5.486e+19 -2.194e+05  -3.06e+05
     1e+31 -7.736e+19   6.34e+19 -2.315e+05 -2.825e+05
     1e+31 -7.767e+19  7.251e+19 -2.418e+05 -2.591e+05
     1e+31 -7.739e+19  8.219e+19 -2.503e+05 -2.357e+05
     1e+31 -7.644e+19  9.242e+19  -2.57e+05 -2.126e+05
     1e+31 -7.474e+19  1.032e+20 -2.621e+05 -1.899e+05
     1e+31 -7.221e+19  1.145e+20 -2.656e+05 -1.675e+05
     1e+31 -6.876e+19  1.263e+20 -2.675e+05 -1.457e+05
     1e+31 -6.432e+19  1.386e+20 -2.681e+05 -1.244e+05
     1e+31 -5.877e+19  1.513e+20 -2.673e+05 -1.038e+05
     1e+31 -5.204e+19  1.644e+20 -2.652e+05 -8.398e+04
     1e+31 -4.402e+19  1.778e+20  -2.62e+05 -6.487e+04
     1e+31 -3.461e+19  1.915e+20 -2.577e+05 -4.659e+04
     1e+31 -2.372e+19  2.054e+20 -2.523e+05 -2.916e+04
     1e+31 -1.123e+19  2.194e+20 -2.461e+05 -1.262e+04
     1e+31  2.947e+18  2.334e+20 -2.391e+05       2999
     1e+31  1.892e+19  2.472e+20 -2.313e+05  1.768e+04
     1e+31  3.678e+19  2.608e+20 -2.229e+05  3.141e+04
     1e+31  5.664e+19   2.74e+20 -2.138e+05  4.417e+04
     1e+31  7.858e+19  2.867e+20 -2.043e+05  5.597e+04
     1e+31  1.027e+20  2.987e+20 -1.943e+05   6.68e+04
     1e+31  1.291e+20  3.097e+20  -1.84e+05  7.667e+04
     1e+31  1.578e+20  3.197e+20 -1.735e+05  8.558e+04
     1e+31  1.888e+20  3.283e+20 -1.627e+05  9.356e+04
     1e+31 -1.366e+18   5.36e+17 -9.928e+05 -3.051e+06
     1e+31 -1.179e+18  1.012e+18   -1.8e+06 -2.462e+06
     1e+31 -8.372e+17  1.418e+18 -2.366e+06 -1.679e+06
     1e+31  -3.65e+17  1.701e+18 -2.654e+06 -7.918e+05
     1e+31  1.905e+17  1.819e+18 -2.657e+06  1.055e+05
     1e+31  7.762e+17  1.748e+18 -2.394e+06   9.36e+05
     1e+31  1.329e+18   1.48e+18   -1.9e+06  1.629e+06
     1e+31   1.78e+18  1.033e+18 -1.231e+06  2.122e+06
     1e+31  2.075e+18  4.398e+17 -4.507e+05  2.376e+06
     1e+31  2.165e+18 -2.397e+17  3.574e+05  2.367e+06
     1e+31  2.028e+18 -9.375e+17  1.112e+06  2.101e+06
     1e+31  1.664e+18 -1.574e+18  1.728e+06  1.611e+06
     1e+31  1.104e+18 -2.074e+18  2.143e+06  9.596e+05
     1e+31      4e+17 -2.383e+18   2.32e+06  2.259e+05
     1e+31 -3.796e+17 -2.464e+18  2.252e+06 -5.028e+05
     1e+31 -1.157e+18 -2.308e+18  1.969e+06 -1.145e+06
     1e+31 -1.863e+18 -1.933e+18  1.524e+06 -1.643e+06
     1e+31 -2.442e+18 -1.374e+18  9.833e+05 -1.967e+06
     1e+31 -2.855e+18 -6.808e+17  4.112e+05 -2.111e+06
     1e+31 -3.083e+18  9.407e+16 -1.373e+05 -2.095e+06
     1e+31 -3.122e+18   9.02e+17 -6.243e+05 -1.948e+06
     1e+31 -2.981e+18  1.699e+18 -1.026e+06 -1.706e+06
     1e+31 -2.676e+18  2.449e+18 -1.333e+06 -1.402e+06
     1e+31  -2.23e+18  3.127e+18 -1.546e+06 -1.068e+06
     1e+31 -1.665e+18  3.714e+18 -1.673e+06 -7.263e+05
     1e+31 -1.004e+18  4.199e+18 -1.725e+06 -3.957e+05
     1e+31 -2.685e+17  4.573e+18 -1.714e+06 -8.824e+04
     1e+31  5.231e+17  4.834e+18 -1.654e+06  1.884e+05
     1e+31  1.354e+18  4.982e+18 -1.556e+06  4.303e+05
     1e+31  2.209e+18  5.017e+18 -1.431e+06  6.358e+05
